x1,y
64147,4500
64148,3000
64149,1150
64150,28900
64151,2399
64152,15900
64153,21000
64154,2100
64155,9900
64156,7999
64157,7000
64158,1900
64159,7800
64160,3333
64161,19900
64162,1600
64163,2300
64164,19500
64165,4200
64166,15690
64167,1099
64168,2800
64169,1899
64170,9950
64171,1199
64172,16300
64173,14500
64174,21500
64175,6990
64176,7700
64177,5749
64178,20500
64179,1500
64180,5990
64181,14000
64182,3300
64183,2900
64184,4000
64185,4220
64186,6500
64187,3990
64188,8500
64189,14500
64190,4299
64191,9250
64192,14900
64193,8300
64194,8999
64195,4500
64196,2100
64197,1490
64198,2150
64199,4950
64200,10650
64201,15850
64202,8900
64203,8500
64204,8990
64205,1100
64206,1200
64207,2000
64208,13000
64209,5990
64210,9950
64211,1499
64212,1500
64213,4400
64214,10800
64215,16950
64216,24999
64217,35900
64218,1990
64219,4222
64220,4700
64221,6200
64222,11900
64223,10900
64224,13900
64225,1550
64226,5500
64227,1150
64228,2650
64229,2999
64230,2999
64231,1500
64232,32500
64233,17000
64234,2000
64235,2200
64236,6800
64237,22500
64238,19800
64239,5500
64240,4800
64241,3600
64242,1650
64243,14900
64244,20900
64245,1650
64246,8300
64247,14290
64248,6450
64249,2290
64250,1500
64251,1499
64252,1399
64253,1450
64254,10650
64255,4900
64256,6089
64257,5999
64258,1600
64259,3400
64260,9900
64261,6800
64262,13500
64263,3500
64264,3850
64265,2350
64266,14500
64267,1400
64268,5099
64269,7990
64270,16400
64271,19499
64272,4400
64273,5000
64274,6590
64275,21550
64276,14500
64277,16400
64278,6699
64279,12000
64280,8998
64281,4850
64282,22500
64283,3900
64284,1250
64285,6200
64286,7300
64287,1250
64288,1350
64289,5800
64290,19800
64291,12900
64292,7200
64293,5250
64294,15500
64295,1200
64296,1395
64297,4200
64298,22900
64299,6990
64300,1500
64301,3100
64302,1700
64303,4950
64304,1700
64305,7600
64306,2299
64307,3200
64308,8500
64309,6583
64310,5090
64311,12000
64312,2849
64313,8500
64314,13200
64315,8990
64316,3333
64317,7500
64318,3000
64319,8000
64320,6900
64321,6600
64322,27828
64323,4490
64324,5500
64325,12500
64326,3590
64327,22999
64328,4500
64329,8900
64330,29900
64331,1500
64332,28000
64333,28000
64334,3300
64335,7999
64336,12900
64337,10999
64338,8250
64339,1999
64340,5250
64341,8500
64342,9500
64343,2200
64344,3899
64345,2950
64346,2750
64347,4400
64348,5150
64349,13500
64350,6900
64351,2690
64352,1700
64353,9999
64354,14500
64355,6299
64356,1250
64357,6650
64358,6000
64359,2900
64360,1300
64361,3000
64362,2200
64363,6100
64364,6999
64365,1399
64366,6450
64367,4250
64368,5500
64369,5800
64370,28000
64371,21850
64372,9990
64373,2600
64374,1900
64375,6999
64376,4190
64377,7995
64378,6800
64379,9999
64380,5450
64381,7800
64382,3949
64383,9900
64384,15900
64385,1250
64386,19990
64387,3850
64388,18500
64389,10900
64390,2530
64391,6850
64392,1999
64393,6789
64394,13990
64395,1900
64396,3499
64397,2999
64398,25900
64399,8990
64400,2000
64401,1200
64402,6350
64403,9500
64404,8900
64405,4000
64406,3999
64407,11490
64408,6200
64409,2000
64410,7650
64411,16300
64412,4250
64413,5000
64414,6777
64415,5590
64416,1200
64417,2990
64418,9950
64419,4950
64420,5900
64421,2950
64422,10500
64423,22800
64424,6450
64425,6999
64426,12900
64427,7000
64428,28500
64429,1999
64430,1400
64431,2799
64432,7600
64433,4750
64434,29200
64435,5200
64436,5400
64437,4999
64438,2800
64439,3000
64440,3750
64441,7499
64442,5700
64443,2190
64444,7000
64445,4900
64446,2000
64447,1200
64448,5900
64449,1950
64450,6999
64451,2200
64452,8400
64453,7999
64454,7900
64455,3999
64456,23900
64457,5490
64458,1900
64459,6790
64460,5800
64461,2500
64462,3500
64463,7899
64464,20950
64465,19500
64466,2195
64467,18200
64468,1850
64469,23350
64470,7900
64471,5555
64472,21900
64473,5600
64474,5500
64475,23500
64476,3900
64477,1900
64478,1900
64479,26400
64480,4990
64481,7850
64482,3490
64483,1200
64484,2600
64485,2890
64486,6999
64487,12800
64488,1500
64489,4500
64490,28350
64491,7900
64492,8990
64493,5600
64494,13500
64495,3990
64496,6950
64497,2800
64498,2300
64499,11900
64500,3000
64501,11500
64502,12000
64503,2000
64504,1599
64505,4590
64506,17200
64507,16999
64508,6399
64509,13500
64510,1850
64511,5600
64512,6000
64513,3490
64514,2000
64515,19450
64516,1450
64517,16990
64518,9200
64519,9999
64520,4300
64521,1250
64522,3099
64523,9499
64524,6900
64525,6500
64526,11450
64527,9450
64528,4699
64529,16500
64530,6500
64531,3400
64532,11000
64533,1199
64534,1190
64535,3900
64536,2000
64537,32999
64538,3000
64539,17900
64540,2699
64541,14250
64542,2500
64543,3750
64544,5500
64545,1100
64546,6800
64547,9950
64548,10999
64549,11680
64550,4399
64551,1350
64552,8400
64553,1198
64554,14350
64555,5700
64556,10750
64557,5300
64558,32500
64559,3180
64560,13500
64561,1150
64562,1900
64563,5200
64564,7800
64565,4990
64566,21500
64567,1499
64568,9500
64569,11399
64570,4000
64571,2899
64572,20000
64573,3799
64574,11999
64575,3700
64576,13500
64577,5650
64578,4500
64579,3000
64580,5200
64581,2850
64582,5500
64583,4450
64584,6900
64585,3800
64586,7999
64587,2800
64588,2200
64589,5999
64590,3700
64591,4999
64592,8500
64593,3500
64594,2390
64595,2999
64596,14490
64597,9000
64598,8650
64599,5699
64600,7300
64601,7500
64602,2499
64603,1700
64604,3590
64605,1599
64606,3500
64607,3000
64608,4000
64609,8990
64610,15700
64611,6000
64612,12899
64613,5900
64614,23400
64615,12000
64616,1500
64617,10400
64618,11990
64619,3500
64620,6400
64621,2225
64622,8300
64623,4850
64624,2950
64625,16499
64626,1499
64627,1550
64628,2400
64629,8200
64630,5999
64631,19900
64632,3200
64633,2650
64634,5990
64635,1499
64636,6200
64637,8300
64638,15000
64639,13800
64640,5900
64641,2250
64642,1700
64643,1050
64644,1800
64645,4990
64646,9500
64647,34500
64648,3300
64649,2450
64650,27350
64651,2100
64652,9999
64653,4200
64654,8499
64655,4199
64656,4250
64657,12000
64658,12399
64659,2800
64660,2400
64661,2800
64662,9500
64663,2850
64664,2400
64665,26450
64666,7980
64667,25500
64668,14400
64669,5500
64670,9000
64671,30000
64672,4300
64673,3500
64674,2799
64675,11700
64676,11200
64677,2399
64678,5400
64679,4199
64680,13490
64681,2990
64682,3900
64683,2900
64684,4950
64685,3490
64686,4750
64687,4500
64688,10000
64689,21900
64690,4990
64691,3475
64692,5900
64693,13000
64694,1400
64695,10750
64696,8100
64697,6599
64698,11499
64699,1950
64700,5450
64701,2650
64702,2200
64703,1599
64704,11900
64705,12500
64706,2500
64707,1200
64708,2350
64709,6600
64710,18000
64711,2650
64712,7150
64713,2250
64714,13800
64715,15900
64716,1345
64717,6990
64718,6990
64719,4000
64720,20500
64721,1490
64722,1490
64723,5400
64724,11111
64725,14800
64726,2500
64727,22000
64728,3200
64729,11400
64730,22000
64731,7750
64732,12399
64733,5350
64734,1650
64735,2899
64736,2500
64737,27900
64738,8900
64739,8300
64740,19999
64741,3599
64742,1650
64743,2850
64744,10799
64745,1200
64746,2350
64747,12800
64748,5555
64749,2200
64750,2400
64751,12450
64752,10900
64753,1799
64754,11900
64755,5000
64756,6999
64757,5900
64758,7249
64759,18199
64760,5500
64761,8950
64762,12950
64763,1500
64764,23500
64765,14999
64766,4850
64767,11490
64768,5600
64769,6250
64770,4000
64771,7685
64772,9395
64773,7995
64774,13900
64775,9500
64776,15990
64777,6850
64778,1699
64779,4400
64780,24990
64781,7500
64782,6900
64783,1900
64784,5888
64785,1490
64786,5200
64787,7950
64788,7999
64789,27000
64790,7800
64791,5999
64792,4900
64793,2400
64794,4700
64795,4990
64796,4950
64797,5450
64798,27500
64799,5000
64800,7500
64801,18800
64802,8450
64803,18500
64804,16990
64805,3890
64806,17450
64807,2450
64808,4700
64809,11750
64810,8000
64811,1350
64812,10450
64813,3300
64814,1900
64815,4100
64816,2800
64817,16000
64818,8900
64819,3200
64820,3400
64821,6890
64822,2599
64823,20900
64824,4350
64825,6999
64826,6390
64827,7200
64828,35000
64829,6990
64830,3490
64831,7777
64832,2800
64833,38450
64834,22600
64835,9950
64836,3250
64837,12800
64838,29500
64839,2500
64840,1250
64841,3099
64842,4800
64843,2000
64844,6950
64845,14000
64846,7200
64847,5000
64848,3900
64849,11500
64850,9150
64851,24480
64852,7399
64853,1350
64854,8900
64855,11500
64856,2600
64857,5990
64858,1650
64859,1200
64860,1899
64861,14500
64862,8900
64863,6000
64864,4700
64865,3700
64866,4450
64867,2200
64868,14799
64869,17700
64870,5400
64871,10900
64872,1600
64873,2750
64874,4180
64875,6800
64876,3750
64877,1100
64878,9500
64879,3500
64880,1350
64881,10500
64882,18999
64883,7150
64884,2499
64885,10000
64886,2500
64887,1250
64888,13499
64889,1300
64890,6000
64891,5100
64892,7900
64893,12500
64894,2599
64895,7499
64896,3499
64897,22500
64898,8499
64899,2500
64900,2390
64901,7750
64902,3999
64903,12900
64904,25590
64905,3100
64906,6800
64907,5250
64908,6900
64909,6500
64910,3800
64911,1900
64912,9700
64913,1700
64914,12900
64915,6950
64916,3350
64917,2999
64918,3900
64919,6299
64920,4700
64921,4900
64922,2500
64923,21500
64924,2990
64925,4500
64926,1550
64927,4200
64928,2600
64929,8750
64930,5650
64931,7999
64932,3890
64933,1500
64934,1990
64935,15800
64936,2600
64937,5300
64938,15000
64939,1950
64940,3500
64941,5250
64942,17200
64943,1950
64944,3300
64945,21999
64946,4500
64947,16000
64948,2850
64949,4500
64950,15100
64951,14999
64952,4400
64953,5555
64954,6900
64955,3900
64956,6700
64957,14999
64958,20000
64959,8000
64960,6900
64961,2700
64962,2999
64963,27000
64964,1300
64965,9100
64966,7500
64967,1333
64968,4450
64969,3695
64970,1799
64971,1270
64972,6499
64973,14000
64974,10500
64975,4900
64976,2800
64977,17500
64978,6350
64979,3150
64980,5999
64981,1900
64982,6500
64983,10500
64984,3499
64985,3990
64986,1450
64987,6900
64988,2050
64989,20900
64990,6100
64991,14800
64992,8290
64993,3250
64994,6499
64995,2899
64996,14999
64997,8300
64998,17999
64999,7899
65000,2400
65001,5900
65002,4350
65003,2580
65004,2800
65005,10300
65006,16000
65007,9990
65008,4300
65009,2999
65010,16000
65011,2500
65012,1150
65013,18250
65014,28950
65015,2300
65016,18700
65017,2690
65018,1950
65019,6750
65020,2499
65021,3500
65022,9999
65023,21000
65024,3500
65025,31199
65026,2100
65027,8000
65028,1299
65029,5000
65030,11800
65031,9699
65032,1400
65033,2150
65034,15333
65035,15999
65036,3490
65037,2500
65038,14500
65039,8999
65040,3650
65041,10500
65042,3990
65043,3500
65044,4750
65045,1750
65046,11000
65047,8999
65048,2990
65049,6300
65050,1400
65051,5890
65052,14000
65053,22999
65054,1100
65055,4300
65056,1700
65057,6000
65058,4200
65059,3199
65060,5700
65061,7000
65062,7450
65063,4100
65064,5600
65065,6499
65066,1499
65067,12500
65068,4200
65069,13990
65070,8450
65071,1600
65072,6900
65073,2400
65074,12400
65075,2100
65076,1400
65077,1799
65078,6950
65079,1650
65080,3500
65081,3550
65082,4800
65083,3750
65084,2300
65085,4900
65086,13999
65087,1200
65088,14500
65089,23500
65090,1500
65091,11700
65092,5700
65093,7300
65094,1150
65095,1700
65096,1200
65097,12290
65098,29999
65099,4799
65100,12299
65101,2599
65102,9850
65103,19490
65104,17800
65105,2600
65106,1900
65107,7900
65108,3500
65109,5690
65110,3300
65111,10800
65112,1350
65113,2450
65114,2000
65115,5499
65116,1750
65117,2000
65118,6600
65119,13700
65120,12000
65121,2500
65122,4500
65123,2750
65124,13200
65125,9950
65126,18650
65127,5999
65128,25590
65129,22000
65130,6499
65131,11300
65132,2940
65133,2900
65134,1750
65135,9990
65136,3299
65137,14300
65138,7900
65139,28250
65140,1700
65141,4300
65142,1150
65143,3800
65144,4200
65145,12200
65146,4700
65147,2100
65148,4300
65149,3100
65150,8500
65151,3200
65152,2450
65153,11399
65154,4400
65155,8490
65156,7490
65157,29500
65158,4000
65159,1250
65160,3300
65161,2900
65162,3500
65163,14990
65164,5400
65165,2499
65166,4100
65167,1199
65168,8450
65169,17000
65170,1100
65171,9750
65172,2400
65173,14900
65174,19999
65175,3600
65176,8290
65177,10450
65178,16995
65179,5000
65180,1699
65181,2500
65182,5800
65183,4500
65184,6000
65185,2500
65186,5799
65187,23450
65188,6900
65189,6500
65190,19290
65191,5000
65192,1200
65193,2350
65194,6200
65195,4599
65196,5390
65197,1399
65198,10500
65199,1390
65200,2579
65201,4195
65202,7800
65203,2650
65204,1750
65205,3360
65206,1390
65207,16900
65208,8300
65209,4890
65210,5500
65211,2500
65212,8500
65213,8900
65214,6600
65215,3250
65216,5999
65217,7499
65218,10999
65219,14000
65220,29900
65221,5000
65222,6600
65223,20900
65224,3450
65225,8099
65226,3199
65227,5900
65228,2100
65229,8600
65230,7399
65231,4600
65232,28500
65233,3599
65234,3300
65235,3250
65236,5200
65237,2700
65238,13500
65239,26000
65240,2750
65241,9250
65242,2500
65243,2500
65244,15490
65245,2500
65246,10499
65247,4500
65248,16590
65249,1700
65250,7000
65251,4700
65252,7900
65253,1500
65254,14800
65255,3500
65256,1500
65257,3599
65258,3300
65259,3750
65260,21500
65261,5500
65262,7150
65263,17600
65264,3700
65265,15300
65266,5500
65267,2999
65268,1399
65269,4300
65270,6200
65271,1999
65272,2600
65273,6700
65274,6450
65275,9900
65276,27950
65277,5200
65278,2700
65279,12950
65280,1299
65281,8200
65282,4200
65283,3699
65284,21900
65285,1290
65286,19500
65287,7499
65288,1900
65289,11480
65290,8999
65291,18000
65292,5600
65293,4000
65294,8999
65295,7750
65296,4199
65297,7200
65298,8350
65299,2150
65300,13750
65301,9290
65302,7200
65303,9999
65304,2800
65305,5999
65306,11800
65307,1700
65308,5950
65309,11950
65310,6500
65311,12499
65312,2599
65313,4000
65314,4900
65315,2600
65316,1500
65317,2400
65318,1600
65319,14990
65320,1300
65321,3390
65322,2300
65323,35490
65324,2850
65325,2899
65326,2550
65327,4700
65328,20850
65329,5999
65330,8900
65331,4999
65332,4500
65333,6950
65334,14750
65335,2400
65336,1500
65337,3000
65338,2400
65339,3600
65340,25600
65341,1600
65342,3500
65343,2800
65344,4800
65345,9450
65346,11500
65347,3800
65348,2300
65349,4400
65350,5500
65351,9500
65352,7970
65353,19900
65354,2390
65355,10850
65356,2750
65357,3700
65358,26900
65359,3500
65360,1700
65361,9850
65362,6500
65363,5999
65364,4900
65365,9000
65366,1200
65367,10999
65368,2400
65369,10399
65370,2700
65371,8600
65372,6450
65373,3000
65374,2800
65375,7450
65376,14000
65377,27490
65378,3700
65379,16300
65380,9999
65381,9900
65382,27999
65383,4750
65384,13990
65385,9450
65386,1300
65387,2750
65388,9290
65389,9500
65390,4500
65391,1400
65392,2499
65393,34500
65394,7999
65395,2700
65396,2750
65397,10500
65398,21000
65399,2450
65400,2999
65401,6399
65402,8900
65403,3400
65404,1100
65405,1450
65406,9500
65407,4500
65408,15999
65409,5000
65410,7000
65411,21800
65412,3999
65413,7500
65414,7100
65415,1400
65416,4500
65417,5950
65418,6700
65419,7900
65420,13900
65421,1700
65422,1799
65423,4200
65424,33500
65425,1600
65426,6500
65427,2100
65428,15950
65429,30990
65430,4400
65431,11900
65432,7950
65433,4890
65434,5300
65435,1650
65436,9500
65437,2600
65438,17100
65439,15250
65440,1850
65441,2350
65442,7800
65443,7600
65444,4890
65445,7500
65446,9900
65447,6950
65448,6500
65449,2190
65450,16900
65451,9500
65452,1299
65453,4750
65454,5590
65455,10900
65456,7300
65457,2399
65458,12990
65459,10750
65460,3690
65461,2750
65462,13000
65463,3999
65464,1700
65465,4500
65466,2900
65467,7600
65468,5500
65469,1950
65470,2500
65471,17990
65472,1950
65473,7400
65474,13999
65475,1200
65476,5200
65477,1400
65478,3999
65479,1850
65480,4200
65481,2800
65482,9995
65483,7000
65484,6000
65485,3600
65486,22500
65487,1800
65488,11800
65489,1700
65490,7100
65491,11500
65492,1600
65493,9999
65494,4500
65495,6700
65496,2300
65497,2900
65498,2990
65499,16500
65500,6840
65501,2999
65502,2399
65503,5999
65504,1550
65505,6900
65506,14390
65507,1100
65508,24200
65509,21990
65510,6200
65511,13000
65512,5300
65513,1299
65514,1500
65515,8300
65516,3099
65517,38900
65518,3220
65519,7000
65520,5990
65521,6299
65522,1600
65523,25900
65524,6880
65525,30500
65526,2000
65527,2950
65528,3649
65529,9999
65530,3400
65531,11990
65532,3000
65533,4000
65534,4350
65535,6400
65536,4950
65537,19500
65538,7000
65539,2499
65540,2290
65541,1999
65542,13200
65543,5800
65544,7500
65545,2900
65546,4900
65547,1400
65548,2700
65549,2850
65550,3850
65551,7990
65552,2800
65553,36000
65554,15850
65555,22900
65556,6450
65557,15499
65558,6850
65559,4550
65560,1500
65561,2300
65562,13900
65563,4150
65564,11500
65565,4200
65566,3450
65567,2990
65568,17950
65569,11999
65570,3500
65571,3499
65572,5900
65573,4500
65574,10990
65575,2550
65576,9999
65577,1299
65578,31000
65579,13999
65580,22990
65581,6850
65582,2500
65583,4650
65584,1490
65585,1800
65586,4400
65587,3000
65588,6999
65589,1700
65590,2800
65591,8500
65592,5555
65593,4000
65594,3990
65595,29000
65596,4950
65597,7100
65598,32900
65599,7200
65600,1490
65601,5600
65602,11000
65603,8500
65604,7500
65605,1600
65606,5750
65607,2950
65608,2799
65609,2600
65610,7200
65611,7699
65612,2799
65613,14900
65614,1100
65615,9000
65616,2500
65617,29990
65618,4000
65619,8499
65620,2700
65621,4500
65622,18500
65623,10500
65624,7999
65625,2600
65626,3300
65627,14950
65628,1999
65629,1590
65630,2299
65631,26900
65632,2400
65633,1250
65634,3500
65635,1800
65636,11000
65637,2500
65638,14490
65639,1850
65640,3500
65641,5000
65642,11800
65643,7490
65644,1800
65645,5200
65646,1900
65647,4700
65648,23490
65649,7150
65650,16399
65651,19900
65652,2900
65653,1800
65654,10500
65655,13999
65656,12000
65657,2200
65658,6000
65659,3650
65660,15199
65661,3999
65662,2650
65663,3100
65664,2250
65665,9990
65666,7900
65667,7600
65668,5800
65669,6990
65670,2700
65671,28500
65672,32490
65673,13500
65674,9999
65675,4600
65676,1175
65677,1800
65678,1500
65679,5500
65680,5550
65681,8700
65682,1680
65683,3900
65684,8200
65685,4700
65686,11500
65687,3500
65688,1500
65689,27800
65690,6499
65691,2000
65692,9850
65693,1250
65694,22990
65695,1700
65696,4800
65697,3250
65698,2250
65699,4850
65700,12450
65701,4750
65702,22800
65703,4399
65704,2700
65705,8499
65706,2700
65707,4500
65708,3999
65709,9500
65710,4700
65711,2000
65712,12900
65713,2000
65714,6600
65715,6400
65716,13500
65717,14900
65718,6599
65719,16500
65720,7500
65721,6000
65722,1580
65723,1800
65724,6500
65725,8000
65726,8380
65727,18599
65728,9500
65729,7700
65730,4600
65731,2299
65732,2500
65733,1400
65734,1100
65735,2280
65736,2450
65737,3999
65738,1999
65739,27500
65740,15000
65741,8700
65742,3800
65743,4300
65744,37175
65745,5199
65746,30990
65747,6000
65748,2100
65749,12580
65750,2950
65751,2999
65752,14000
65753,1750
65754,10999
65755,4000
65756,21500
65757,5200
65758,3250
65759,11000
65760,7333
65761,5800
65762,9500
65763,2100
65764,5700
65765,17900
65766,2999
65767,4100
65768,14300
65769,6350
65770,1290
65771,14600
65772,1200
65773,4900
65774,5380
65775,13500
65776,2250
65777,1990
65778,1250
65779,6750
65780,3850
65781,2800
65782,6150
65783,34499
65784,2499
65785,6200
65786,9520
65787,2550
65788,1100
65789,2850
65790,39500
65791,6500
65792,8700
65793,3150
65794,7500
65795,4200
65796,8999
65797,9999
65798,1099
65799,6790
65800,4900
65801,18800
65802,21900
65803,3000
65804,15490
65805,10795
65806,2950
65807,8500
65808,4888
65809,5350
65810,8990
65811,4990
65812,3000
65813,9500
65814,8299
65815,32900
65816,13300
65817,9999
65818,2900
65819,2990
65820,3000
65821,4990
65822,17449
65823,1999
65824,3890
65825,10900
65826,1850
65827,15000
65828,10500
65829,6990
65830,11299
65831,1600
65832,4490
65833,9000
65834,2400
65835,1500
65836,2550
65837,7777
65838,13800
65839,3400
65840,24400
65841,5600
65842,4500
65843,6750
65844,3990
65845,1999
65846,9500
65847,6900
65848,16400
65849,10490
65850,4750
65851,3399
65852,8900
65853,3600
65854,11990
65855,5999
65856,14500
65857,16800
65858,3000
65859,18300
65860,16999
65861,3250
65862,8900
65863,6500
65864,2333
65865,8650
65866,2000
65867,4400
65868,2900
65869,2700
65870,17800
65871,4200
65872,1399
65873,2800
65874,8199
65875,16700
65876,17000
65877,5000
65878,21800
65879,1499
65880,4200
65881,4900
65882,1500
65883,1500
65884,6000
65885,10300
65886,9500
65887,14444
65888,10950
65889,4900
65890,7500
65891,2399
65892,16000
65893,22000
65894,5980
65895,17990
65896,1800
65897,10000
65898,9900
65899,11500
65900,5700
65901,2500
65902,3400
65903,8100
65904,3300
65905,2000
65906,9399
65907,11900
65908,1550
65909,5499
65910,17900
65911,12399
65912,1300
65913,2000
65914,5800
65915,7750
65916,1899
65917,4950
65918,15900
65919,4500
65920,3000
65921,2700
65922,19900
65923,11900
65924,5990
65925,4850
65926,6500
65927,7590
65928,6950
65929,10400
65930,10500
65931,13900
65932,5200
65933,22300
65934,3125
65935,28900
65936,1350
65937,6250
65938,1500
65939,6900
65940,20800
65941,1950
65942,17900
65943,29999
65944,3950
65945,16500
65946,2300
65947,8800
65948,12800
65949,3500
65950,3500
65951,1400
65952,6500
65953,1999
65954,7750
65955,3900
65956,1150
65957,6666
65958,2850
65959,19500
65960,2650
65961,10900
65962,4900
65963,4900
65964,1450
65965,6900
65966,5700
65967,10500
65968,9900
65969,37900
65970,6500
65971,31500
65972,4700
65973,3600
65974,3800
65975,6990
65976,5800
65977,13500
65978,1200
65979,6200
65980,4450
65981,1299
65982,2300
65983,19500
65984,4499
65985,18850
65986,15900
65987,2750
65988,6999
65989,18900
65990,1500
65991,8000
65992,3350
65993,10200
65994,5200
65995,7990
65996,5600
65997,3750
65998,2650
65999,4800
66000,4550
66001,15200
66002,14800
66003,1400
66004,2500
66005,1999
66006,3550
66007,8499
66008,12999
66009,2499
66010,14200
66011,8700
66012,9500
66013,14980
66014,2250
66015,1900
66016,10500
66017,1250
66018,5000
66019,1850
66020,7900
66021,2000
66022,4900
66023,7500
66024,1300
66025,3950
66026,10500
66027,1050
66028,7650
66029,7999
66030,5900
66031,4890
66032,5900
66033,1350
66034,1050
66035,4500
66036,18500
66037,7700
66038,10500
66039,2550
66040,1750
66041,11750
66042,6800
66043,11749
66044,2999
66045,4500
66046,2950
66047,22500
66048,11600
66049,2299
66050,7555
66051,3100
66052,2449
66053,16800
66054,2350
66055,3750
66056,14999
66057,15780
66058,1950
66059,2500
66060,3350
66061,8520
66062,3700
66063,5900
66064,3350
66065,4300
66066,12490
66067,4000
66068,5500
66069,1600
66070,2750
66071,4800
66072,6500
66073,2200
66074,3500
66075,3490
66076,1700
66077,16850
66078,5200
66079,3490
66080,5950
66081,6500
66082,3050
66083,8000
66084,4900
66085,2450
66086,1900
66087,5490
66088,6490
66089,6400
66090,4555
66091,12000
66092,3790
66093,12000
66094,5950
66095,8250
66096,25000
66097,2200
66098,9500
66099,5699
66100,10500
66101,9690
66102,12800
66103,3500
66104,3290
66105,21500
66106,8490
66107,16900
66108,2300
66109,8200
66110,4500
66111,3350
66112,7350
66113,21500
66114,25900
66115,3750
66116,3000
66117,6500
66118,3500
66119,39800
66120,9299
66121,2900
66122,13000
66123,8800
66124,1950
66125,1950
66126,5000
66127,35800
66128,6900
66129,19980
66130,5980
66131,5800
66132,29000
66133,7150
66134,12999
66135,8750
66136,10250
66137,14000
66138,6300
66139,7300
66140,4750
66141,17850
66142,3800
66143,6800
66144,17550
66145,13480
66146,1900
66147,1200
66148,2000
66149,4950
66150,17000
66151,13500
66152,1200
66153,6800
66154,4600
66155,6900
66156,2800
66157,1200
66158,3000
66159,16490
66160,2250
66161,7899
66162,1450
66163,6850
66164,8950
66165,35500
66166,1900
66167,5950
66168,2990
66169,4000
66170,17300
66171,5900
66172,3000
66173,1750
66174,2199
66175,13400
66176,7500
66177,14450
66178,36350
66179,1200
66180,20500
66181,4199
66182,3200
66183,8700
66184,4050
66185,1700
66186,3000
66187,13490
66188,6799
66189,5200
66190,8250
66191,4950
66192,9200
66193,23500
66194,38900
66195,8500
66196,3700
66197,16900
66198,1999
66199,16799
66200,1350
66201,1650
66202,17990
66203,14500
66204,12500
66205,6950
66206,6200
66207,3888
66208,1400
66209,15700
66210,25699
66211,18750
66212,6950
66213,4500
66214,3499
66215,26900
66216,2500
66217,31995
66218,2800
66219,3950
66220,2900
66221,4800
66222,2000
66223,8000
66224,17250
66225,12990
66226,23999
66227,5990
66228,4300
66229,19500
66230,1300
66231,22900
66232,2300
66233,1200
66234,6800
66235,1300
66236,12700
66237,14600
66238,2100
66239,4700
66240,1150
66241,3300
66242,1300
66243,3500
66244,1050
66245,30400
66246,5999
66247,27800
66248,3900
66249,12500
66250,4500
66251,7999
66252,2750
66253,5250
66254,8200
66255,6750
66256,2500
66257,13900
66258,2990
66259,1950
66260,5999
66261,16990
66262,7200
66263,3300
66264,1500
66265,16800
66266,3799
66267,18000
66268,6800
66269,16950
66270,2500
66271,3700
66272,4999
66273,3500
66274,1500
66275,7350
66276,31500
66277,4950
66278,2500
66279,33900
66280,5000
66281,5350
66282,14000
66283,2400
66284,1200
66285,1549
66286,3500
66287,4600
66288,2100
66289,2850
66290,13199
66291,4200
66292,29900
66293,8200
66294,1100
66295,1999
66296,5000
66297,9850
66298,4350
66299,1650
66300,2850
66301,1999
66302,16990
66303,2400
66304,2200
66305,8700
66306,9990
66307,23500
66308,7000
66309,1970
66310,22888
66311,5940
66312,7350
66313,6200
66314,13999
66315,4950
66316,6000
66317,16333
66318,6500
66319,27700
66320,5590
66321,6990
66322,2200
66323,2200
66324,6800
66325,3200
66326,3990
66327,14500
66328,6900
66329,1400
66330,2100
66331,2900
66332,1350
66333,2700
66334,2099
66335,2900
66336,2300
66337,11000
66338,10499
66339,3800
66340,6000
66341,3900
66342,5699
66343,1750
66344,12250
66345,6999
66346,15190
66347,19950
66348,2500
66349,9990
66350,19799
66351,4599
66352,25500
66353,3999
66354,4550
66355,3250
66356,7300
66357,11300
66358,1100
66359,1900
66360,23750
66361,2100
66362,6250
66363,10490
66364,4890
66365,16000
66366,6900
66367,2100
66368,15800
66369,2999
66370,6555
66371,8000
66372,1380
66373,5900
66374,8900
66375,1200
66376,2500
66377,2500
66378,1800
66379,8299
66380,2950
66381,4500
66382,8350
66383,15350
66384,3000
66385,10500
66386,1180
66387,18900
66388,18500
66389,3650
66390,3800
66391,4450
66392,3400
66393,4150
66394,10500
66395,9950
66396,6000
66397,4500
66398,9990
66399,5200
66400,14100
66401,2630
66402,9990
66403,1990
66404,31900
66405,1399
66406,4650
66407,1590
66408,8799
66409,1200
66410,2300
66411,5999
66412,3000
66413,6590
66414,4290
66415,16390
66416,7499
66417,17500
66418,8999
66419,4650
66420,4499
66421,18400
66422,7000
66423,7950
66424,8600
66425,15280
66426,1499
66427,18000
66428,4500
66429,4800
66430,12100
66431,11800
66432,1700
66433,4200
66434,1990
66435,7700
66436,22999
66437,3000
66438,3150
66439,9200
66440,23900
66441,6000
66442,7600
66443,20750
66444,3850
66445,2850
66446,4900
66447,20000
66448,1150
66449,5800
66450,6700
66451,5400
66452,5999
66453,1290
66454,5800
66455,6890
66456,13900
66457,10500
66458,7300
66459,1850
66460,2300
66461,1400
66462,3250
66463,4100
66464,6750
66465,2800
66466,4650
66467,19250
66468,18000
66469,2299
66470,10500
66471,16499
66472,2100
66473,15800
66474,14400
66475,23900
66476,12990
66477,7000
66478,2800
